10000 20
GL106KT 11:21:52 in
GL106KT 03:33:23 out
LC249OX 10:31:40 in
LC249OX 04:00:31 out
BQ136BR 20:38:10 in
BQ136BR 00:32:58 out
NX830GA 04:31:54 in
NX830GA 09:28:33 out
RR955MJ 06:02:38 in
RR955MJ 17:46:57 out
XS672GG 02:02:33 in
XS672GG 07:54:37 out
JO035EV 13:37:44 in
JO035EV 09:56:44 out
RU566IU 00:31:36 in
RU566IU 21:39:19 out
YV759JG 00:26:17 in
YV759JG 12:07:28 out
EG515RZ 14:44:10 in
EG515RZ 10:09:02 out
GL534OL 18:14:24 in
GL534OL 23:11:33 out
XA715JP 22:41:06 in
XA715JP 18:56:54 out
GN910GX 22:17:19 in
GN910GX 22:16:10 out
HU896ER 13:36:59 in
HU896ER 14:53:42 out
YG938OQ 09:10:23 in
YG938OQ 06:58:16 out
KG877WF 03:22:25 in
KG877WF 07:42:43 out
KJ300CH 01:40:49 in
KJ300CH 01:49:11 out
QA878FI 01:58:16 in
QA878FI 20:50:45 out
EE373NF 18:56:39 in
EE373NF 10:42:43 out
DA368IT 23:51:17 in
DA368IT 19:26:17 out
CM368MD 05:16:04 in
CM368MD 09:42:20 out
JP260XS 14:00:28 in
JP260XS 10:33:27 out
EG916XQ 07:20:53 in
EG916XQ 18:22:24 out
HW109TE 19:26:54 in
HW109TE 15:18:00 out
DV471FM 22:37:33 in
DV471FM 20:38:44 out
BB528DE 11:31:17 in
BB528DE 20:14:57 out
JE456LZ 20:19:55 in
JE456LZ 03:33:25 out
JI027VZ 16:04:11 in
JI027VZ 18:48:23 out
VW231MH 00:10:41 in
VW231MH 21:58:05 out
DK662QF 21:47:27 in
DK662QF 14:17:13 out
YQ350JK 00:09:51 in
YQ350JK 00:04:21 out
KI728GU 01:46:20 in
KI728GU 14:44:54 out
AM047KI 22:24:01 in
AM047KI 02:01:09 out
HZ477SV 09:22:00 in
HZ477SV 08:25:12 out
VI788UC 11:24:53 in
VI788UC 17:31:00 out
XG014DC 12:21:57 in
XG014DC 01:19:00 out
SH979QX 13:11:34 in
SH979QX 11:28:09 out
YU427YQ 00:29:24 in
YU427YQ 09:11:30 out
DD891WI 01:00:00 in
DD891WI 18:23:43 out
OQ461FZ 14:23:28 in
OQ461FZ 07:42:19 out
ZQ996MJ 03:28:36 in
ZQ996MJ 13:19:58 out
SK350YM 09:44:05 in
SK350YM 07:59:30 out
SU087IH 14:19:30 in
SU087IH 23:51:57 out
YF826IH 05:16:13 in
YF826IH 23:02:28 out
KD789WA 11:16:00 in
KD789WA 07:02:16 out
TC827LH 10:16:23 in
TC827LH 23:20:43 out
CP720HU 03:33:14 in
CP720HU 13:53:28 out
RY267YS 11:44:27 in
RY267YS 19:36:32 out
OH770VJ 03:09:04 in
OH770VJ 03:56:08 out
HZ856LO 23:22:57 in
HZ856LO 16:25:49 out
GS704JF 16:19:00 in
GS704JF 18:27:23 out
MQ736WI 16:33:01 in
MQ736WI 12:23:20 out
IP648JD 16:07:46 in
IP648JD 23:42:02 out
HV331WO 07:39:06 in
HV331WO 21:51:40 out
MC048XL 12:24:52 in
MC048XL 16:42:39 out
IR356WA 07:32:00 in
IR356WA 22:24:07 out
KK334UB 16:41:55 in
KK334UB 21:14:17 out
US688NF 19:29:13 in
US688NF 20:58:34 out
ZQ492DH 17:29:16 in
ZQ492DH 06:04:25 out
ZS225LQ 20:31:47 in
ZS225LQ 00:02:34 out
BF305YZ 09:40:29 in
BF305YZ 00:23:12 out
UJ664XO 01:07:22 in
UJ664XO 09:31:47 out
WB622BD 20:35:15 in
WB622BD 01:08:51 out
QT607TP 04:55:06 in
QT607TP 07:03:39 out
FO464WS 09:28:31 in
FO464WS 08:37:46 out
OF304CD 16:13:15 in
OF304CD 15:07:33 out
GH346IR 20:26:07 in
GH346IR 10:59:29 out
NG030PF 15:56:00 in
NG030PF 05:09:16 out
OQ147DK 15:54:29 in
OQ147DK 01:08:26 out
ZA591HH 06:09:35 in
ZA591HH 00:33:37 out
SA377FV 09:11:16 in
SA377FV 07:25:14 out
FE514UB 18:52:28 in
FE514UB 20:05:35 out
IC136OJ 07:13:35 in
IC136OJ 07:54:54 out
US965LX 07:34:49 in
US965LX 03:27:58 out
KR960BL 23:36:54 in
KR960BL 07:15:06 out
MT011ST 17:17:24 in
MT011ST 16:29:29 out
JV452AR 12:32:09 in
JV452AR 13:55:28 out
VM621SE 15:55:35 in
VM621SE 22:51:03 out
TF206ZD 11:15:20 in
TF206ZD 01:31:27 out
WZ638JU 11:56:55 in
WZ638JU 20:09:23 out
HD829OA 18:50:56 in
HD829OA 15:00:08 out
FU679EJ 02:06:32 in
FU679EJ 20:48:54 out
AP647RD 06:25:30 in
AP647RD 21:20:48 out
IZ056CV 14:07:43 in
IZ056CV 04:08:38 out
YL381QZ 01:20:27 in
YL381QZ 21:08:35 out
IG157AN 18:26:31 in
IG157AN 18:23:23 out
LO025LQ 16:53:24 in
LO025LQ 22:56:28 out
FV264VS 13:26:43 in
FV264VS 03:26:58 out
XL145KA 17:36:25 in
XL145KA 10:13:24 out
DV879YO 18:05:06 in
DV879YO 05:52:58 out
CI860DT 00:01:36 in
CI860DT 22:42:26 out
ZP296XK 16:21:28 in
ZP296XK 23:36:50 out
DJ889FA 03:27:46 in
DJ889FA 20:11:19 out
MY914PC 01:26:39 in
MY914PC 15:01:33 out
FA959NB 02:55:01 in
FA959NB 03:24:44 out
LS928RA 20:34:38 in
LS928RA 02:11:11 out
NP571SD 21:05:27 in
NP571SD 05:18:19 out
OS860BC 09:43:45 in
OS860BC 02:25:44 out
MM379NE 01:07:45 in
MM379NE 01:32:47 out
MS624CU 11:27:37 in
MS624CU 02:23:19 out
YK554AI 17:10:54 in
YK554AI 09:22:59 out
TV218VV 01:06:05 in
TV218VV 04:56:58 out
GG093IZ 04:31:14 in
GG093IZ 16:34:34 out
WL538QA 05:39:11 in
WL538QA 21:04:07 out
LL206ND 15:28:14 in
LL206ND 02:35:34 out
WO268TL 09:22:29 in
WO268TL 12:26:52 out
QH098AG 06:47:23 in
QH098AG 16:50:38 out
IN725VG 08:20:04 in
IN725VG 21:45:51 out
DA796SM 16:15:15 in
DA796SM 01:41:54 out
ZE765WZ 20:16:37 in
ZE765WZ 12:45:28 out
PU528RQ 17:00:49 in
PU528RQ 11:07:04 out
EB254LL 04:08:40 in
EB254LL 03:55:13 out
AX560BV 13:37:30 in
AX560BV 06:32:31 out
CX602NX 03:01:30 in
CX602NX 01:04:53 out
DT713EZ 03:11:39 in
DT713EZ 02:43:20 out
AS038IZ 10:57:09 in
AS038IZ 18:35:24 out
AU600UX 08:11:39 in
AU600UX 10:08:01 out
QV443NM 08:55:40 in
QV443NM 07:04:00 out
AR597VL 05:34:01 in
AR597VL 12:00:33 out
NP588WI 07:35:17 in
NP588WI 17:00:30 out
EM716NG 09:42:51 in
EM716NG 03:27:37 out
BU893RM 00:35:15 in
BU893RM 09:29:25 out
DH601JC 00:02:57 in
DH601JC 10:04:58 out
RI056CF 12:32:22 in
RI056CF 13:28:32 out
EB752QA 04:38:19 in
EB752QA 01:12:55 out
FT672WU 22:52:44 in
FT672WU 08:02:43 out
MO822TO 10:46:07 in
MO822TO 23:40:08 out
IV239XZ 01:41:31 in
IV239XZ 07:29:33 out
HX505EA 10:43:45 in
HX505EA 00:55:55 out
XN324ZO 12:50:36 in
XN324ZO 09:44:04 out
FM844VM 16:19:32 in
FM844VM 07:15:20 out
BQ095ZD 01:39:05 in
BQ095ZD 19:27:09 out
NS197HV 05:17:46 in
NS197HV 21:18:16 out
KE587FJ 11:20:06 in
KE587FJ 21:45:13 out
BR173IT 12:00:36 in
BR173IT 05:36:47 out
WB427FI 08:43:06 in
WB427FI 09:19:48 out
GH452GW 17:23:44 in
GH452GW 12:39:09 out
ZP686EN 14:24:53 in
ZP686EN 20:35:53 out
QZ946UB 09:36:03 in
QZ946UB 10:52:15 out
ZV903YF 10:34:33 in
ZV903YF 16:14:47 out
RC092FL 00:15:54 in
RC092FL 10:54:47 out
QU551PA 10:44:56 in
QU551PA 18:15:21 out
CP565IM 13:47:17 in
CP565IM 03:30:45 out
IO286NB 14:04:27 in
IO286NB 23:39:37 out
ZY352QQ 05:41:17 in
ZY352QQ 23:01:30 out
KM117GW 09:45:57 in
KM117GW 13:40:24 out
BZ940VE 23:08:09 in
BZ940VE 03:00:08 out
HM585RU 20:52:13 in
HM585RU 22:46:01 out
SW499AL 20:40:57 in
SW499AL 07:09:00 out
UU651KX 08:40:24 in
UU651KX 06:47:47 out
NI091AX 18:16:55 in
NI091AX 09:51:20 out
TI077AG 12:32:15 in
TI077AG 14:18:10 out
OG109SE 23:40:11 in
OG109SE 09:52:55 out
OY747WD 14:50:25 in
OY747WD 06:29:59 out
UE838BB 17:24:09 in
UE838BB 04:37:19 out
KL450WR 08:06:44 in
KL450WR 05:53:20 out
OV003TV 05:04:13 in
OV003TV 00:40:06 out
AM268CS 06:13:59 in
AM268CS 11:26:12 out
UQ205MJ 20:03:23 in
UQ205MJ 20:45:51 out
MN929FB 18:23:14 in
MN929FB 05:42:02 out
HE466ZI 07:55:24 in
HE466ZI 17:26:02 out
BP182MN 07:56:34 in
BP182MN 05:52:41 out
YW144FU 11:31:02 in
YW144FU 20:07:13 out
RN824XV 01:30:20 in
RN824XV 14:54:59 out
VX875TB 19:38:48 in
VX875TB 20:23:10 out
WS994TE 11:55:42 in
WS994TE 03:44:38 out
IB012EQ 00:53:28 in
IB012EQ 21:53:53 out
BZ562CD 16:40:25 in
BZ562CD 17:59:50 out
EI961OQ 21:09:18 in
EI961OQ 15:10:28 out
ZH871YR 14:59:50 in
ZH871YR 09:07:02 out
ZP242WA 18:38:05 in
ZP242WA 13:22:02 out
WT079MX 17:06:43 in
WT079MX 22:33:40 out
LY062DY 03:35:53 in
LY062DY 00:47:53 out
AM958JQ 00:47:29 in
AM958JQ 06:44:42 out
EQ867FW 16:32:52 in
EQ867FW 00:50:56 out
LB404ZU 09:30:29 in
LB404ZU 17:50:08 out
PG161TR 17:54:18 in
PG161TR 10:27:04 out
HB469LD 12:52:55 in
HB469LD 02:37:21 out
SD000RL 19:33:02 in
SD000RL 06:17:11 out
SL147GT 20:11:09 in
SL147GT 10:44:30 out
IN395KW 05:19:05 in
IN395KW 02:04:43 out
GD403ZJ 18:42:03 in
GD403ZJ 13:16:16 out
EM449GB 23:59:38 in
EM449GB 14:48:59 out
KD072RC 03:23:37 in
KD072RC 10:49:07 out
UH540QK 04:04:20 in
UH540QK 03:03:38 out
JB865JC 03:20:51 in
JB865JC 14:27:12 out
LH213IF 12:28:31 in
LH213IF 10:37:42 out
UH461IN 03:42:19 in
UH461IN 13:31:13 out
YX058PU 21:03:19 in
YX058PU 15:08:55 out
VN278KQ 04:20:39 in
VN278KQ 18:34:30 out
JN782TJ 01:35:39 in
JN782TJ 12:34:44 out
KF691JV 16:32:15 in
KF691JV 13:40:01 out
UN405BG 13:31:32 in
UN405BG 16:25:45 out
KS289AH 13:42:10 in
KS289AH 04:16:55 out
LO330BM 00:39:17 in
LO330BM 15:52:21 out
GM453AA 11:26:21 in
GM453AA 19:12:37 out
TR304PF 03:30:01 in
TR304PF 07:06:48 out
IW899TZ 10:18:30 in
IW899TZ 06:28:46 out
UL919HC 08:23:40 in
UL919HC 02:01:15 out
VA579NP 08:02:12 in
VA579NP 12:34:24 out
QP487ZH 13:46:11 in
QP487ZH 18:16:13 out
RY229SM 09:00:31 in
RY229SM 13:54:50 out
TI332DM 00:14:25 in
TI332DM 00:15:11 out
CU812NY 03:44:22 in
CU812NY 10:04:39 out
YI773VN 02:35:01 in
YI773VN 19:32:51 out
ZA702NT 06:25:15 in
ZA702NT 10:37:03 out
XE883IC 08:36:10 in
XE883IC 20:14:30 out
OT923CL 21:44:12 in
OT923CL 01:18:18 out
XG493XB 18:44:16 in
XG493XB 08:45:49 out
RU705XS 21:35:11 in
RU705XS 14:42:22 out
OG512PT 21:18:00 in
OG512PT 04:40:23 out
QW294SG 18:14:19 in
QW294SG 03:21:50 out
YM575FM 04:24:29 in
YM575FM 22:58:06 out
CJ733NQ 23:21:17 in
CJ733NQ 22:58:08 out
HJ181PB 05:50:23 in
HJ181PB 12:44:55 out
PO502ZJ 21:31:15 in
PO502ZJ 23:07:09 out
AE407GQ 16:43:28 in
AE407GQ 02:09:26 out
LD657JL 23:31:41 in
LD657JL 08:24:08 out
UN060SN 15:02:59 in
UN060SN 05:56:10 out
AN519NK 22:01:59 in
AN519NK 06:45:19 out
UR696RK 21:34:46 in
UR696RK 09:20:14 out
EW114OJ 05:39:37 in
EW114OJ 21:14:41 out
ZN920ND 23:13:54 in
ZN920ND 05:59:13 out
OD747AT 11:49:46 in
OD747AT 06:09:35 out
TA623PH 11:04:30 in
TA623PH 22:53:11 out
CN155MU 11:00:13 in
CN155MU 08:41:02 out
WH240MB 09:06:08 in
WH240MB 18:19:26 out
BD565MR 06:59:42 in
BD565MR 19:54:42 out
QL864ZU 11:23:05 in
QL864ZU 04:47:18 out
OQ104EP 23:02:05 in
OQ104EP 22:10:07 out
RO954YN 05:49:10 in
RO954YN 18:34:38 out
DO690PJ 23:42:15 in
DO690PJ 11:45:30 out
EE011DJ 22:34:40 in
EE011DJ 22:44:47 out
CJ352BK 16:48:32 in
CJ352BK 23:11:24 out
LR618JS 10:48:15 in
LR618JS 05:03:30 out
IF488KT 17:25:21 in
IF488KT 18:32:03 out
TG310NK 13:03:53 in
TG310NK 12:13:22 out
NO854QO 05:42:34 in
NO854QO 12:14:32 out
FL005CY 22:07:43 in
FL005CY 21:22:46 out
ST122TO 01:30:32 in
ST122TO 06:57:26 out
TW195YD 08:19:16 in
TW195YD 23:41:34 out
CE280UQ 03:58:34 in
CE280UQ 19:00:29 out
PD420OS 22:34:14 in
PD420OS 13:32:18 out
YR341HF 05:54:40 in
YR341HF 20:04:58 out
GH741XU 09:27:02 in
GH741XU 16:08:01 out
YG783UD 14:28:15 in
YG783UD 07:33:37 out
LC072SY 02:45:56 in
LC072SY 01:29:47 out
MF305GZ 02:32:08 in
MF305GZ 18:41:27 out
MF740XV 17:06:32 in
MF740XV 04:38:12 out
MH433LI 18:00:43 in
MH433LI 20:59:19 out
XU288RR 11:37:01 in
XU288RR 05:39:33 out
ZP504JO 17:14:04 in
ZP504JO 15:33:51 out
KJ596ZB 12:53:30 in
KJ596ZB 03:23:48 out
DV820ZX 19:28:55 in
DV820ZX 18:05:27 out
VL653LT 07:06:19 in
VL653LT 08:37:00 out
PA273UW 03:29:35 in
PA273UW 01:51:19 out
HO959AL 10:27:14 in
HO959AL 02:18:48 out
BZ944TJ 18:58:29 in
BZ944TJ 15:46:39 out
IP376NQ 21:17:42 in
IP376NQ 19:35:50 out
JW926SS 19:12:05 in
JW926SS 22:50:07 out
WX567WS 06:34:19 in
WX567WS 21:30:44 out
OK689UM 18:27:59 in
OK689UM 03:13:30 out
ZS033VQ 21:20:05 in
ZS033VQ 13:50:26 out
AA418LZ 12:07:13 in
AA418LZ 14:04:42 out
LP775BS 02:49:12 in
LP775BS 02:04:46 out
KG760SC 19:33:46 in
KG760SC 23:46:34 out
FL915HM 18:51:03 in
FL915HM 10:30:54 out
RA652AY 19:28:57 in
RA652AY 06:38:13 out
YZ791YE 11:35:46 in
YZ791YE 02:29:28 out
IO370CY 20:05:14 in
IO370CY 14:10:33 out
EZ955WQ 03:28:52 in
EZ955WQ 04:27:14 out
EB911JK 07:26:19 in
EB911JK 08:37:40 out
DX130TC 02:59:22 in
DX130TC 18:53:34 out
ZM607DO 06:57:07 in
ZM607DO 07:23:37 out
YC437TM 06:18:31 in
YC437TM 00:02:18 out
FJ697FM 14:10:19 in
FJ697FM 03:47:50 out
YU033OG 19:52:23 in
YU033OG 02:33:04 out
WP289IP 07:37:00 in
WP289IP 18:35:48 out
KO773AY 15:06:54 in
KO773AY 05:21:29 out
AG090DQ 10:15:38 in
AG090DQ 14:16:45 out
HT459TC 10:24:47 in
HT459TC 11:30:07 out
OX181VB 21:43:02 in
OX181VB 02:25:21 out
CH617HN 00:22:41 in
CH617HN 17:01:29 out
EM943LC 20:49:26 in
EM943LC 01:10:45 out
MN276DH 19:16:58 in
MN276DH 15:55:52 out
IQ515FP 05:04:44 in
IQ515FP 02:08:53 out
DV772DZ 02:54:56 in
DV772DZ 21:43:50 out
SE454TQ 00:08:21 in
SE454TQ 21:40:30 out
UK937OE 09:19:24 in
UK937OE 12:40:24 out
OX367LD 11:27:36 in
OX367LD 11:28:16 out
SY789PP 12:40:01 in
SY789PP 03:16:06 out
ZM261JY 02:09:31 in
ZM261JY 19:34:27 out
JR415PL 02:51:35 in
JR415PL 02:11:03 out
SO468DH 19:33:05 in
SO468DH 05:02:20 out
HO001TY 17:43:29 in
HO001TY 05:20:35 out
LH726AE 08:49:31 in
LH726AE 04:12:10 out
EA372JG 01:51:08 in
EA372JG 22:54:07 out
DJ349FG 08:19:20 in
DJ349FG 21:17:27 out
FJ609SB 23:59:01 in
FJ609SB 16:49:56 out
TA244XS 17:22:22 in
TA244XS 07:04:56 out
AV780BO 13:15:12 in
AV780BO 22:02:24 out
KU783LL 03:32:08 in
KU783LL 23:57:38 out
BG236ZY 21:36:31 in
BG236ZY 17:32:40 out
HC878SS 13:50:19 in
HC878SS 09:12:18 out
UZ718TD 16:08:41 in
UZ718TD 22:50:09 out
OO758YL 23:11:26 in
OO758YL 04:06:45 out
QW687BX 22:01:05 in
QW687BX 15:57:49 out
ZB642ZD 21:34:50 in
ZB642ZD 00:49:49 out
XR036KQ 19:20:29 in
XR036KQ 19:00:40 out
QO993OB 03:22:04 in
QO993OB 14:53:06 out
SM510DI 20:42:42 in
SM510DI 18:00:31 out
HJ698VI 20:11:19 in
HJ698VI 16:34:28 out
MO158ZL 09:12:22 in
MO158ZL 06:24:43 out
LC384LD 00:35:49 in
LC384LD 01:18:39 out
ZG621XA 15:36:35 in
ZG621XA 03:03:24 out
KD149GY 23:23:28 in
KD149GY 03:56:32 out
RW055ZE 17:59:11 in
RW055ZE 04:30:58 out
QV991AB 03:22:01 in
QV991AB 13:50:35 out
JF675KD 23:12:48 in
JF675KD 20:41:02 out
UY100DX 02:35:02 in
UY100DX 19:51:48 out
QV445LK 01:47:14 in
QV445LK 13:30:08 out
NH256SL 22:05:02 in
NH256SL 03:22:14 out
UR433RZ 13:34:56 in
UR433RZ 18:02:22 out
MO432SX 11:34:20 in
MO432SX 03:04:47 out
SX222NH 00:31:10 in
SX222NH 10:29:26 out
VV611IA 19:24:42 in
VV611IA 20:13:39 out
TQ102JH 01:11:30 in
TQ102JH 09:53:05 out
ZX188OT 11:41:33 in
ZX188OT 05:55:22 out
FL285WL 19:12:08 in
FL285WL 02:19:57 out
OW623YJ 17:48:38 in
OW623YJ 01:33:59 out
GH240HR 01:33:21 in
GH240HR 23:07:44 out
VS630DX 19:57:52 in
VS630DX 13:40:22 out
LF246IX 18:31:38 in
LF246IX 15:06:06 out
PS399SU 11:05:43 in
PS399SU 06:16:20 out
RL744AC 14:23:09 in
RL744AC 12:14:25 out
GP267KK 12:18:58 in
GP267KK 22:41:29 out
VC852VX 04:06:05 in
VC852VX 13:32:15 out
BI860NO 13:21:16 in
BI860NO 17:13:07 out
DR838IW 12:44:59 in
DR838IW 08:57:39 out
BJ228OT 02:54:47 in
BJ228OT 12:42:47 out
IW997HL 08:21:11 in
IW997HL 03:00:13 out
MZ443EE 09:08:44 in
MZ443EE 18:14:25 out
KZ313HN 02:24:10 in
KZ313HN 22:20:06 out
HG344DF 18:48:08 in
HG344DF 11:13:32 out
IB172JG 15:44:52 in
IB172JG 14:14:53 out
BI372CU 01:18:48 in
BI372CU 19:01:47 out
MS215XD 22:48:47 in
MS215XD 01:32:40 out
VY804UI 02:02:55 in
VY804UI 22:07:21 out
PG076VG 15:26:40 in
PG076VG 19:13:54 out
IA934XJ 06:08:28 in
IA934XJ 11:32:09 out
DY590ET 13:53:19 in
DY590ET 05:11:14 out
QL568NP 00:04:44 in
QL568NP 11:08:32 out
MC139ZV 18:49:07 in
MC139ZV 20:34:19 out
AE604GR 17:18:37 in
AE604GR 06:45:21 out
UF068KH 10:39:59 in
UF068KH 23:02:38 out
PB186OO 22:12:32 in
PB186OO 13:02:03 out
IX278RB 07:28:08 in
IX278RB 13:58:45 out
DQ346JK 01:43:22 in
DQ346JK 01:05:09 out
VP212CM 22:36:28 in
VP212CM 08:16:43 out
GB554PA 13:02:19 in
GB554PA 10:03:27 out
DK818KO 22:12:43 in
DK818KO 15:35:44 out
EK137FM 05:46:37 in
EK137FM 19:09:17 out
GB641JD 16:45:47 in
GB641JD 14:17:42 out
WC842VK 00:39:15 in
WC842VK 07:08:20 out
IH806UB 03:51:48 in
IH806UB 21:14:23 out
CQ914FT 19:01:32 in
CQ914FT 21:51:09 out
IQ305IC 05:55:43 in
IQ305IC 04:39:37 out
BE692TA 19:28:38 in
BE692TA 18:12:44 out
VH863MR 12:25:12 in
VH863MR 14:03:53 out
EH690VE 08:44:44 in
EH690VE 21:58:42 out
NO927PD 17:54:33 in
NO927PD 20:39:02 out
NA418RU 13:51:35 in
NA418RU 15:39:14 out
XV815ON 19:45:39 in
XV815ON 19:14:37 out
PH005OP 09:51:47 in
PH005OP 16:23:35 out
DC023NX 15:57:08 in
DC023NX 11:43:38 out
RW947TB 18:55:16 in
RW947TB 05:19:24 out
KK834WP 19:43:14 in
KK834WP 02:22:55 out
HR716WK 18:30:52 in
HR716WK 16:14:34 out
VW349YQ 23:30:10 in
VW349YQ 20:52:17 out
CD609DQ 20:13:55 in
CD609DQ 01:12:47 out
UW753AW 13:18:30 in
UW753AW 10:24:45 out
MT216AQ 13:52:28 in
MT216AQ 21:54:12 out
GO142HJ 14:12:41 in
GO142HJ 23:18:04 out
BD080IQ 19:50:36 in
BD080IQ 04:46:42 out
LB437EI 19:16:29 in
LB437EI 09:22:02 out
LK208EA 06:11:55 in
LK208EA 14:24:14 out
OY835TT 18:28:18 in
OY835TT 04:43:37 out
FS558JZ 03:17:30 in
FS558JZ 10:26:14 out
IH061ZL 23:15:56 in
IH061ZL 19:44:53 out
WB639PJ 21:48:58 in
WB639PJ 02:34:37 out
TZ672NE 14:13:47 in
TZ672NE 03:13:07 out
AC603YH 22:24:49 in
AC603YH 19:14:28 out
PB092EC 13:24:29 in
PB092EC 12:13:24 out
NW993KI 13:39:20 in
NW993KI 11:23:43 out
YW527PM 12:58:39 in
YW527PM 23:05:50 out
BX899OL 02:51:06 in
BX899OL 06:42:12 out
QO338VA 07:35:07 in
QO338VA 08:09:34 out
JX046QD 11:15:33 in
JX046QD 03:25:38 out
MX292SE 09:47:55 in
MX292SE 19:49:28 out
LW502VZ 04:30:20 in
LW502VZ 19:53:17 out
CG383MI 08:42:03 in
CG383MI 01:15:22 out
VV692QK 01:25:22 in
VV692QK 02:34:50 out
YB008JU 14:36:59 in
YB008JU 11:21:20 out
XL408MZ 13:08:18 in
XL408MZ 16:10:03 out
SO926VP 12:10:37 in
SO926VP 10:42:58 out
XK728RH 03:39:01 in
XK728RH 07:11:31 out
ZO634ZN 13:08:26 in
ZO634ZN 07:29:47 out
AS970JC 13:47:25 in
AS970JC 06:30:13 out
UE205MO 14:28:15 in
UE205MO 10:01:08 out
JY548XP 02:28:16 in
JY548XP 06:34:37 out
IJ612AC 08:57:54 in
IJ612AC 20:47:09 out
ZZ470EO 06:33:40 in
ZZ470EO 13:41:55 out
BL283XJ 10:49:33 in
BL283XJ 03:51:07 out
NP191FF 01:03:45 in
NP191FF 17:11:18 out
RB373EK 09:30:18 in
RB373EK 12:29:09 out
CL002YA 19:54:54 in
CL002YA 15:55:36 out
KT115NM 20:20:16 in
KT115NM 12:07:00 out
IZ410FF 12:04:28 in
IZ410FF 10:33:31 out
QK546PB 21:53:01 in
QK546PB 07:46:49 out
HJ046DN 17:32:15 in
HJ046DN 17:14:28 out
ZV411OX 02:49:35 in
ZV411OX 13:19:05 out
BO527MM 08:21:41 in
BO527MM 09:06:06 out
IP406RZ 03:59:39 in
IP406RZ 10:12:31 out
GI679OT 13:32:46 in
GI679OT 23:42:39 out
TL964AT 14:30:04 in
TL964AT 17:15:58 out
ES425MO 23:41:59 in
ES425MO 17:43:24 out
SG128YK 21:05:34 in
SG128YK 16:05:44 out
HY279FL 23:22:06 in
HY279FL 17:13:10 out
PO889VF 07:20:39 in
PO889VF 01:45:24 out
JM953HQ 19:49:08 in
JM953HQ 00:55:44 out
CH377MI 12:33:43 in
CH377MI 07:23:34 out
JZ044EM 05:59:03 in
JZ044EM 09:52:48 out
DM525SF 17:27:05 in
DM525SF 15:47:31 out
GK753NG 06:27:50 in
GK753NG 15:36:47 out
TT977RU 02:53:29 in
TT977RU 21:14:15 out
MW911NH 11:21:48 in
MW911NH 15:36:13 out
BR648DZ 18:26:23 in
BR648DZ 00:40:35 out
SU742IM 08:11:11 in
SU742IM 23:52:16 out
GJ522GG 02:11:54 in
GJ522GG 02:36:40 out
GX166WO 11:00:21 in
GX166WO 07:53:30 out
QH151GM 23:53:04 in
QH151GM 15:19:21 out
AP855XO 09:28:40 in
AP855XO 22:01:43 out
OI244IC 03:09:44 in
OI244IC 16:06:51 out
VD895UO 08:00:10 in
VD895UO 18:55:33 out
DN541QD 23:40:48 in
DN541QD 22:29:34 out
NF929ZW 16:57:08 in
NF929ZW 09:24:21 out
YF123QX 21:06:39 in
YF123QX 02:29:29 out
PQ711JW 08:18:21 in
PQ711JW 11:42:23 out
ZZ722IQ 23:08:38 in
ZZ722IQ 14:41:41 out
TA667XB 20:36:54 in
TA667XB 18:01:14 out
MI329WA 12:21:40 in
MI329WA 09:18:48 out
IY218FI 17:26:48 in
IY218FI 19:25:50 out
NX441QT 14:57:45 in
NX441QT 10:21:02 out
YE394AI 01:15:55 in
YE394AI 04:46:42 out
LY820LM 11:21:36 in
LY820LM 05:22:16 out
AS201EI 03:45:39 in
AS201EI 15:22:49 out
MI345SR 18:03:29 in
MI345SR 07:55:01 out
JS123XG 05:00:34 in
JS123XG 21:42:48 out
GO820HE 19:58:14 in
GO820HE 10:53:15 out
BL351ZI 07:23:27 in
BL351ZI 17:45:37 out
MX368ZJ 18:48:43 in
MX368ZJ 23:52:35 out
VU510FX 04:13:41 in
VU510FX 20:01:05 out
KW340JH 21:06:58 in
KW340JH 01:10:50 out
UV819JD 23:28:25 in
UV819JD 21:33:30 out
JF171IG 22:25:32 in
JF171IG 23:00:27 out
TR771IR 18:41:05 in
TR771IR 12:58:53 out
FL860OJ 04:38:39 in
FL860OJ 01:07:01 out
TQ580GU 15:15:00 in
TQ580GU 06:45:34 out
LH551ZB 14:35:06 in
LH551ZB 06:44:21 out
UB646YR 07:04:28 in
UB646YR 08:02:40 out
ZC239TY 00:54:31 in
ZC239TY 22:14:43 out
VV386VU 11:15:22 in
VV386VU 08:19:36 out
XM634XW 07:25:33 in
XM634XW 16:12:40 out
QM199JV 00:22:53 in
QM199JV 08:58:51 out
OS919NK 07:19:17 in
OS919NK 10:20:14 out
QL982CK 10:53:56 in
QL982CK 07:34:04 out
QY021AC 11:32:03 in
QY021AC 02:44:24 out
SN910GL 20:30:44 in
SN910GL 03:44:03 out
ZX410TD 20:25:06 in
ZX410TD 01:16:16 out
DY910FO 09:13:35 in
DY910FO 01:31:34 out
HB485WK 01:54:32 in
HB485WK 14:59:53 out
KZ376YN 21:45:43 in
KZ376YN 22:14:10 out
UO393RD 21:49:31 in
UO393RD 02:31:47 out
YE581UW 19:21:26 in
YE581UW 00:19:24 out
UU380XH 11:34:36 in
UU380XH 10:49:30 out
RD484QL 16:33:41 in
RD484QL 21:57:12 out
RL851DM 08:36:58 in
RL851DM 11:06:22 out
LA670WZ 00:27:49 in
